uid,source,group,dataset,model,word_count,matched_words,dictionary_coverage,function (Function Words),pronoun (Pronouns),ppron (Personal Pronouns),i (I),we (We),you (You),shehe (SheHe),they (They),ipron (Impersonal Pronouns),article (Articles),prep (Prepositions),auxverb (Auxiliary Verbs),adverb (Adverbs),conj (Conjunctions),negate (Negations),verb (Verbs),adj (Adjectives),compare (Comparisons),interrog (Interrogatives),number (Numbers),quant (Quantifiers),affect (Affect),posemo (Positive Emotions),negemo (Negative Emotions),anx (Anx),anger (Anger),sad (Sad),social (Social),family (Family),friend (Friends),female (Female),male (Male),cogproc (Cognitive Processes),insight (Insight),cause (Causal),discrep (Discrepancies),tentat (Tentative),certain (Certainty),differ (Differentiation),percept (Perceptual Processes),see (See),hear (Hear),feel (Feel),bio (Biological Processes),body (Body),health (Health),sexual (Sexual),ingest (Ingest),drives (Drives),affiliation (Affiliation),achieve (Achievement),power (Power),reward (Reward),risk (Risk),focuspast (Past Focus),focuspresent (Present Focus),focusfuture (Future Focus),relativ (Relativity),motion (Motion),space (Space),time (Time),work (Work),leisure (Leisure),home (Home),money (Money),relig (Religion),death (Death),informal (Informal Language),swear (Swear),netspeak (Netspeak),assent (Assent),nonflu (Nonfluencies),filler (Filler Words)
fakebr:1006,fakebr,human,fakebr_human,,188,142,75.53191489361703,46.808510638297875,14.893617021276595,9.042553191489361,0.0,0.0,1.0638297872340425,8.51063829787234,1.5957446808510638,13.297872340425531,15.425531914893616,23.93617021276596,2.127659574468085,7.9787234042553195,8.51063829787234,2.127659574468085,10.638297872340425,6.382978723404255,1.5957446808510638,3.723404255319149,3.723404255319149,1.0638297872340425,8.51063829787234,2.6595744680851063,5.851063829787234,0.0,3.1914893617021276,0.5319148936170213,11.702127659574469,1.5957446808510638,1.5957446808510638,0.0,2.127659574468085,12.76595744680851,2.127659574468085,3.723404255319149,2.6595744680851063,1.5957446808510638,0.5319148936170213,5.319148936170213,0.5319148936170213,0.0,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,16.48936170212766,3.723404255319149,1.5957446808510638,8.51063829787234,3.1914893617021276,3.1914893617021276,1.0638297872340425,9.042553191489361,0.0,11.170212765957446,4.787234042553192,7.9787234042553195,4.787234042553192,4.25531914893617,0.0,1.0638297872340425,2.127659574468085,0.0,0.0,0.5319148936170213,0.0,0.0,0.0,0.5319148936170213,0.5319148936170213
fakebr:1006,fakebr,machine,fakebr_machine,anthropic/claude-sonnet-4-5-20250929,333,228,68.46846846846847,40.84084084084084,16.516516516516518,9.00900900900901,0.0,0.3003003003003003,0.3003003003003003,6.606606606606607,1.8018018018018018,13.513513513513514,13.213213213213214,16.816816816816818,2.4024024024024024,11.711711711711711,9.00900900900901,1.8018018018018018,9.90990990990991,3.903903903903904,2.1021021021021022,5.7057057057057055,2.7027027027027026,0.9009009009009009,5.105105105105105,0.9009009009009009,4.2042042042042045,0.6006006006006006,1.2012012012012012,0.9009009009009009,6.906906906906907,1.2012012012012012,0.9009009009009009,0.0,1.8018018018018018,10.51051051051051,2.4024024024024024,2.7027027027027026,0.9009009009009009,1.2012012012012012,1.8018018018018018,3.003003003003003,2.1021021021021022,0.9009009009009009,1.2012012012012012,0.0,0.6006006006006006,0.0,0.3003003003003003,0.0,0.3003003003003003,11.11111111111111,2.7027027027027026,1.5015015015015014,5.105105105105105,2.1021021021021022,1.5015015015015014,2.1021021021021022,5.7057057057057055,0.3003003003003003,15.015015015015015,3.003003003003003,6.906906906906907,7.807807807807808,3.6036036036036037,0.0,0.9009009009009009,1.2012012012012012,0.6006006006006006,0.3003003003003003,0.0,0.0,0.0,0.0,0.0,0.0
fakebr:104,fakebr,human,fakebr_human,,560,456,81.42857142857143,56.785714285714285,26.785714285714285,15.357142857142858,0.35714285714285715,0.35714285714285715,0.7142857142857143,14.107142857142858,1.25,19.821428571428573,16.25,20.178571428571427,6.607142857142857,13.214285714285714,9.107142857142858,1.6071428571428572,14.107142857142858,4.464285714285714,3.2142857142857144,5.892857142857143,2.5,2.5,5.714285714285714,2.6785714285714284,2.5,0.5357142857142857,0.17857142857142858,0.8928571428571429,14.642857142857142,1.4285714285714286,1.7857142857142858,0.35714285714285715,6.964285714285714,11.785714285714286,2.142857142857143,3.0357142857142856,2.3214285714285716,3.392857142857143,1.0714285714285714,2.6785714285714284,3.0357142857142856,1.0714285714285714,1.0714285714285714,0.8928571428571429,3.0357142857142856,0.8928571428571429,1.25,0.0,1.25,9.642857142857142,3.75,0.7142857142857143,3.392857142857143,2.142857142857143,1.25,4.107142857142857,7.321428571428571,0.5357142857142857,11.071428571428571,3.2142857142857144,4.285714285714286,6.071428571428571,2.142857142857143,0.7142857142857143,0.17857142857142858,0.17857142857142858,0.5357142857142857,0.7142857142857143,0.35714285714285715,0.0,0.0,0.17857142857142858,0.0,0.17857142857142858
fakebr:104,fakebr,machine,fakebr_machine,anthropic/claude-sonnet-4-5-20250929,325,207,63.69230769230769,39.38461538461539,12.0,7.6923076923076925,0.0,0.3076923076923077,0.6153846153846154,6.153846153846154,1.8461538461538463,9.846153846153847,11.692307692307692,21.23076923076923,4.3076923076923075,7.384615384615385,7.076923076923077,2.1538461538461537,9.23076923076923,4.0,1.8461538461538463,3.3846153846153846,2.769230769230769,0.6153846153846154,2.769230769230769,0.6153846153846154,2.1538461538461537,0.0,1.2307692307692308,0.6153846153846154,5.538461538461538,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.9230769230769231,10.461538461538462,1.2307692307692308,2.4615384615384617,3.076923076923077,1.2307692307692308,1.2307692307692308,2.769230769230769,2.1538461538461537,0.6153846153846154,1.5384615384615385,0.0,1.5384615384615385,0.3076923076923077,0.3076923076923077,0.0,0.9230769230769231,10.461538461538462,2.1538461538461537,1.5384615384615385,5.846153846153846,1.5384615384615385,0.9230769230769231,3.076923076923077,4.3076923076923075,1.5384615384615385,10.153846153846153,2.769230769230769,4.615384615384615,4.0,4.0,0.3076923076923077,0.0,0.3076923076923077,0.3076923076923077,0.0,0.3076923076923077,0.0,0.3076923076923077,0.0,0.0,0.0
fakebr:1129,fakebr,human,fakebr_human,,257,164,63.81322957198444,44.3579766536965,14.396887159533074,9.33852140077821,0.0,0.0,0.0,8.560311284046692,0.7782101167315175,13.618677042801556,17.509727626459146,27.626459143968873,2.3346303501945527,4.669260700389105,7.003891050583658,0.38910505836575876,7.782101167315175,3.501945525291829,2.3346303501945527,1.9455252918287937,4.669260700389105,2.7237354085603114,5.058365758754864,1.9455252918287937,3.11284046692607,0.38910505836575876,0.0,2.3346303501945527,1.556420233463035,0.0,0.0,0.0,0.0,7.392996108949417,0.0,3.501945525291829,1.556420233463035,0.38910505836575876,1.556420233463035,1.556420233463035,0.7782101167315175,0.38910505836575876,0.0,0.38910505836575876,0.38910505836575876,0.0,0.0,0.0,0.38910505836575876,8.560311284046692,0.38910505836575876,1.1673151750972763,3.501945525291829,3.501945525291829,3.11284046692607,1.556420233463035,5.836575875486381,0.38910505836575876,12.45136186770428,4.280155642023346,7.782101167315175,7.003891050583658,2.3346303501945527,0.0,0.0,1.9455252918287937,0.0,0.0,0.38910505836575876,0.0,0.0,0.0,0.0,0.38910505836575876
fakebr:1129,fakebr,machine,fakebr_machine,anthropic/claude-sonnet-4-5-20250929,764,546,71.46596858638743,45.54973821989529,16.361256544502616,9.162303664921465,0.0,0.0,2.094240837696335,7.0680628272251305,2.225130890052356,13.219895287958115,13.350785340314136,20.418848167539267,5.2356020942408374,8.900523560209423,7.984293193717278,2.094240837696335,10.340314136125654,6.151832460732984,2.6178010471204187,4.057591623036649,2.74869109947644,1.5706806282722514,4.18848167539267,2.6178010471204187,1.5706806282722514,0.39267015706806285,0.2617801047120419,0.2617801047120419,6.151832460732984,0.2617801047120419,0.13089005235602094,0.13089005235602094,0.6544502617801047,12.434554973821989,1.5706806282722514,4.18848167539267,1.3089005235602094,2.486910994764398,1.7015706806282722,2.8795811518324608,1.963350785340314,0.7853403141361257,0.39267015706806285,0.7853403141361257,1.0471204188481675,0.2617801047120419,0.0,0.0,0.7853403141361257,12.303664921465968,1.1780104712041886,0.7853403141361257,6.93717277486911,3.0104712041884816,2.6178010471204187,0.39267015706806285,6.020942408376963,2.486910994764398,13.612565445026178,4.712041884816754,8.24607329842932,5.890052356020942,6.544502617801047,0.13089005235602094,0.0,2.6178010471204187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fakebr:2623,fakebr,human,fakebr_human,,187,115,61.49732620320856,41.1764705882353,15.508021390374331,9.62566844919786,0.0,0.0,0.5347593582887701,7.4866310160427805,1.6042780748663101,12.29946524064171,14.973262032085561,22.459893048128343,4.278074866310161,4.278074866310161,5.882352941176471,1.0695187165775402,9.090909090909092,2.1390374331550803,0.5347593582887701,2.6737967914438503,2.6737967914438503,2.1390374331550803,3.2085561497326203,1.6042780748663101,1.6042780748663101,0.0,0.5347593582887701,0.0,3.2085561497326203,0.0,0.0,0.0,0.5347593582887701,7.4866310160427805,1.6042780748663101,1.6042780748663101,1.6042780748663101,2.1390374331550803,0.0,1.6042780748663101,2.1390374331550803,0.0,0.0,2.1390374331550803,0.5347593582887701,0.5347593582887701,0.5347593582887701,0.0,0.5347593582887701,7.4866310160427805,0.0,1.6042780748663101,3.7433155080213902,3.2085561497326203,0.5347593582887701,6.4171122994652405,2.6737967914438503,0.0,8.556149732620321,4.278074866310161,3.7433155080213902,2.6737967914438503,5.347593582887701,0.0,0.5347593582887701,2.6737967914438503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fakebr:2623,fakebr,machine,fakebr_machine,anthropic/claude-sonnet-4-5-20250929,557,365,65.52962298025135,43.08797127468582,16.51705565529623,8.976660682226212,0.0,0.3590664272890485,0.5385996409335727,5.565529622980251,3.2315978456014363,12.926391382405745,15.61938958707361,20.107719928186714,3.5906642728904847,8.07899461400359,8.43806104129264,1.0771992818671454,9.694793536804308,3.770197486535009,1.436265709156194,4.129263913824057,3.4111310592459607,1.9748653500897666,1.7953321364452424,1.2567324955116697,0.5385996409335727,0.17953321364452424,0.0,0.17953321364452424,5.3859964093357275,0.718132854578097,1.0771992818671454,0.0,0.8976660682226212,10.23339317773788,1.0771992818671454,3.949730700179533,1.2567324955116697,0.17953321364452424,3.2315978456014363,1.436265709156194,1.2567324955116697,1.0771992818671454,0.17953321364452424,0.0,1.0771992818671454,0.17953321364452424,0.5385996409335727,0.0,0.3590664272890485,9.515260323159785,1.6157989228007181,0.5385996409335727,3.4111310592459607,4.129263913824057,2.6929982046678638,4.667863554757631,4.847396768402154,0.17953321364452424,13.285457809694794,5.3859964093357275,6.4631956912028725,6.642728904847397,3.770197486535009,0.0,0.0,2.3339317773788153,0.17953321364452424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fakebr:3020,fakebr,human,fakebr_human,,100,63,63.0,39.0,10.0,7.0,0.0,0.0,1.0,6.0,2.0,7.0,19.0,23.0,6.0,5.0,5.0,1.0,10.0,3.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,1.0,1.0,6.0,2.0,6.0,2.0,2.0,4.0,7.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
fakebr:3020,fakebr,machine,fakebr_machine,anthropic/claude-sonnet-4-5-20250929,414,273,65.94202898550725,38.16425120772947,10.144927536231885,5.314009661835748,0.0,0.0,0.24154589371980675,5.072463768115942,0.4830917874396135,9.420289855072463,12.077294685990339,23.18840579710145,2.1739130434782608,8.695652173913043,6.521739130434782,1.4492753623188406,6.038647342995169,4.830917874396135,3.6231884057971016,2.4154589371980677,2.898550724637681,1.4492753623188406,0.966183574879227,0.7246376811594203,0.24154589371980675,0.0,0.0,0.24154589371980675,4.830917874396135,1.2077294685990339,0.24154589371980675,0.0,1.4492753623188406,8.21256038647343,1.4492753623188406,1.932367149758454,1.2077294685990339,0.966183574879227,0.7246376811594203,2.657004830917874,1.6908212560386473,0.4830917874396135,0.0,1.2077294685990339,1.932367149758454,0.0,1.6908212560386473,0.0,0.24154589371980675,10.38647342995169,0.966183574879227,1.4492753623188406,5.314009661835748,1.932367149758454,1.932367149758454,2.898550724637681,2.4154589371980677,0.4830917874396135,15.458937198067632,3.6231884057971016,7.246376811594203,7.246376811594203,4.106280193236715,0.7246376811594203,0.4830917874396135,1.932367149758454,0.24154589371980675,0.0,0.7246376811594203,0.0,0.7246376811594203,0.0,0.0,0.0
