id,text,link,duplicate_rows,genre,uid,source
525,"uma mensagem que circula pelo facebook e pelo whatsapp leva em conta uma decisão tomada pelo supremo tribunal federal (stf) para dizer que a partir de agora quem rouba um celular que custa menos que r$ 5 não é preso no brasil nem que seja em flagrante. é . ,  o g1 já fez essa checagem em 217, mas a mensagem falsa voltou a circular. , ,  houve, de fato, uma decisão do supremo tribunal federal, em 16 de maio de 217, que autorizou que fosse trancada uma ação penal contra um homem condenado em primeira instância por ter furtado (e não roubado) um celular avaliado em r$ 9. ,  furto é diferente de roubo porque não envolve violência contra a vítima. a pena para furto, por exemplo, é de reclusão de um a quatro anos e multa. já para roubo, o código penal prevê reclusão de quatro a dez anos e multa. ,  também não é verdade que ela vale para todos os casos. a decisão foi tomada em um caso específico e não menciona limite de valores. tão equivocada quanto é a conclusão de que ""se custar mais de r$ 5 é solto na audiência de custódia"". essa regra não existe. há dados do conselho nacional de justiça (cnj) que mostram que na maioria dos estados as audiências de custódia resultam em mais decisões de prisão preventiva que em liberdade provisória. , ,  o homem tinha sido condenado a um ano de reclusão em regime semiaberto, além do pagamento de uma multa, após ser preso em 211 pela prática de furto de um celular, cuja vítima disse ter adquirido por r$ 9. ,  ele foi absolvido em segunda instância pelo tribunal de justiça de minas gerais (tj-mg) com base no princípio da insignificância ou da bagatela, em razão do baixo valor do celular furtado. ,  no entanto, houve um recurso ao superior tribunal de justiça (stj), que mandou o tribunal de justiça de minas gerais afastar da decisão o princípio da insignificância. a defesa do homem, então, recorreu ao próprio stj, mas perdeu, e um novo recurso levou o caso ao stf. ,  o ministério público federal argumentou que o valor de r$ 9 relativo ao bem subtraído não se revelava ínfimo, porque significava mais de 1% do valor do salário mínimo nacional na época dos fatos (r$ 622). o stf não entendeu assim, e decidiu pela extinção da ação. ,  vídeo: veja como identificar uma mensagem falsa ,",https://g1.globo.com/fato-ou-fake/noticia/2020/02/07/e-fake-que-stf-decidiu-que-quem-rouba-celular-que-custa-menos-de-r-500-nao-e-preso.ghtml,,factcheck,faketruebr:525,faketruebr
247,"as sonhadas férias de um casal do tocantins se transformaram em pesadelo. ana paula toríbio e o esposo joão paulo viajaram para as maldivas para comemorar os sete anos de casamento e passar o réveillon, mas foram surpreendidos depois que um resultado positivo para covid-19 impediu o retorno ao brasil. a seguradora se negou a custear os gastos com a quarentena, e agora eles terão que pagar uma conta de r$ 22 mil que não estava prevista. , ,  ""viemos sabendo dos riscos porque começaram a surgir as notícias da ômicron, mas com o otimismo peculiar de brasileiro resolvemos vir assim mesmo. já durante a viagem estava sentindo apenas um arranhão na garganta, mas nenhum mal-estar. fomos para a praia, passamos todos os dias aproveitando o sonho que é o lugar. para minha surpresa, no dia 1º, que seria a véspera da viagem, eu fui fazer o pcr e foi constatado que estava com covid"", relatou ana paula. ,  leia também , ,  ana paula afirma que contratou o seguro viagem de uma empresa que anunciava cobertura contra a covid-19, mas ao acionar a seguradora foi informada que o gasto extra com hospedagem não seria coberto. , ,  a empresa afirmou para a turista, por e-mail, que apesar da informação anunciada não cobre os eventos ocorridos em consequência direta e indireta de epidemias e pandemias declaradas por órgão competente. ,  a tocantinense conta que o agente de viagens está buscando a prorrogação das passagens e oferecendo suporte. apesar disso, o casal vai precisar bancar a hospedagem pelo quarto em que estão isolados, além de alimentação e remédios durante todo o tempo da quarentena. ,  ""eu tinha comprado para um hotel mais barato e fizeram um upgrade para um hotel mais caro, com a diária bem alta. pelas regras do hotel nos concederam um valor de diária de 2 dólares por noite da quarentena, o que vai fazer com que seja possível pagar"", contou. ,  ana paula afirma que assim que retornar ao país vai acionar a justiça e destaca a necessidade de procurar um bom agente de viagens antes de viajar. ""de certa forma estamos felizes porque não temos sintomas graves, só uma tosse de vez em quando. agora meu marido também testou positivo e a gente vai ficar aqui até o dia 2."" ,  ao g1 a seguradora assist card afirmou que ""todos os planos oferecidos pela empresa, conforme especificado na apólice de seguros, oferecem coberturas para covid-19, até o limite de usd 3 mil, exclusivamente para atenção médica e hospitalização"". , "" disse ainda que os viajantes também podem decidir contratar uma cobertura adicional chamada covid extra. "",  ""ao contratá-lo o viajante passa a ter cobertura extra para quarentena, incluindo prorrogação de estadia e remarcação de viagem, com limite definido de acordo com o plano escolhido. este plano é opcional e está disponível em nosso site: www.assistcard.com/br"", informou a empresa. , ,  apesar de não ser obrigatório em todos os países do mundo, o seguro é um requisito indispensável para qualquer pessoa que pretende viajar para fora do país. o brasileiro só consegue contratar um plano em território nacional, adquirindo antes do embarque. ,  existem várias empresas no mercado que são especializadas nesse tipo de seguro, além das agências de viagem. a advogada sofia coelho, especialista em direito do consumidor, explica que é preciso ficar atento a todas as cláusulas para evitar surpresas. ,  ""o turista que vai sair do seu país tem que se atentar às exigências do governo local, quanto à vacinação, certificados médicos e exames, por exemplo. às vezes as pessoas viajam e não sabem qual é o exame exigido. com essa nova onda a gente tem que tomar mais cuidado, mas o foco, sem dúvida é se atentar ao seguro, às clausulas contratuais."" ,  para a advogada, o caso enfrentado pelo casal tocantinense é de propaganda enganosa. , ,  a advogada avalia que neste caso é possível configurar danos materiais e morais. ""devem ingressar com ação contra a seguradora para tentar reaver parte dos custos que tiveram com passagem, hospedagem e tudo que tiverem de extra, além de cobrar também uma indenização de cunho moral."" ,  no caso das passagens, o advogado flávio leal explica que é possível solicitar a remarcação em situações de força maior, como no caso de diagnostico de covid-19. ""a remarcação, além de uma questão de bom senso é um direito do consumidor, que não se sentindo seguro em relação à viagem pode pleitear a remarcação, realocação e até mesmo a devolução dos valores"", comentou. ,  veja mais notícias da região no g1 tocantins.",https://g1.globo.com/to/tocantins/noticia/2022/01/05/mulher-tem-covid-durante-viagem-as-maldivas-e-gastara-r-22-mil-apos-seguradora-negar-cobertura-da-quarentena.ghtml,,factcheck,faketruebr:247,faketruebr
771,"circula nas redes sociais uma imagem da praia de copacabana lotada. as mensagens que circulam junto da foto dizem que se trata de um registro do ato pró-bolsonaro neste sábado (1º). é . ,  a imagem é antiga. ela foi feita em 213 durante a jornada mundial da juventude, em julho. na galeria de fotos publicada pelo g1, há imagens muito similares à que circula na web. ,  além disso, é possível ver claramente o papamóvel, o veículo utilizado pelo papa francisco durante o evento religioso no brasil. ,  fotos aéreas da praia de copacabana feitas no sábado mostram que houve uma concentração muito menor de manifestantes que a registrada na visita do papa. ,  esse é mais um dos boatos que tentam superdimensionar os protestos em favor do presidente no fim de semana. uma outra mensagem checada pelo fato ou fake mostra um vídeo da globonews de 215 sendo usado para dizer que a manifestação do 1º de maio foi a maior já registrada na história. um print falso simulando uma notícia do g1 e uma capa falsa do ""the new york times"" também viralizaram nas redes. , ,",https://g1.globo.com/fato-ou-fake/noticia/2021/05/03/e-fake-que-foto-de-multidao-em-copacabana-mostre-ato-pro-bolsonaro-no-dia-1o-de-maio.ghtml,,factcheck,faketruebr:771,faketruebr
1665,"Thank you for trying AMP! We have no ad to show to you! O presidente Jair Bolsonaro, em sua fala no pronunciamento do governo federal sobre o coronavírus, nesta quarta-feira, 18, deu a entender que uma possível suspensão do Carnaval poderia acontecer após a confirmação do primeiro paciente infectado no Brasil. No entanto, os eventos não aconteceram na sequência insinuada por Bolsonaro. Thank you for trying AMP! We have no ad to show to you! “Até que os primeiros casos começaram a aparecer no Brasil. Alguns achavam que a gente deveria suspender o Carnaval”, declarou o presidente. Na verdade, o primeiro caso de coronavírus foi confirmado pelo Ministério da Saúde no dia 26 de fevereiro, na Quarta-Feira de Cinzas, portanto depois do Carnaval. O presidente não informou se o caso foi conhecido antes dos dias de folia. Ainda assim, segundo informações oficiais, o paciente esteve viajando na Itália até 21 de fevereiro, sábado de Carnaval, e só deu entrada no Hospital Albert Einstein, em São Paulo, no dia 25, último dia de festa. Bolsonaro também especificou se estava se referindo aos casos não confirmados. No dia 21 de fevereiro, o Brasil tinha um caso suspeito. Romulo Tesi Jornalista carioca, criado na Penha, residente em São Paulo desde 2009 e pai da Malu. Nasci meses antes do Bumbum Paticumbum Prugurundum imperiano de Aluisio Machado, Beto Sem Braço e Rosa Magalhães, em um dia de Vasco x Flamengo, num hospital das Cinco Bocas de Olaria, pertinho da Rua Bariri e a uma caminhada do Cacique de Ramos, do outro lado da linha do trem. Por aí virei gente. E aqui é o meu, o nosso espaço para falar de samba e Carnaval. E agora? Depois de saber que São Paulo, Rio de Janeiro, Fortaleza e Manaus e seus devidos Estados, são os locais mais afetados do Brasil pelo coronavirus, será que é apenas coincidência ou realmente a sugestão do Governo Federal para cancelar o Carnaval e as demais festas no período pelo País não estava acertada? Agora todo mundo esquece né, milhões de pessoas aglomeradas por dias! Pessoas vindas de todas as partes do mundo em plena pandemia! Será que realmente valeu a pena??? Agora, Doria se faz de coitadinho, Weintraub, Wilson Miranda e Camilo idem. É fácil criticar turminha, agora quero ver todo mundo assumir publicamente que estavam errados. E claro, principalmente, deveriam ser responsabilizados por todas as mortes em função do erro de gestão absurdo cometido! Governadores são funcionários públicos, e devem responder ao povo e a justiça por seus erros! Sensacional sua comentário, agora tudo e esqueci, mas fácil por a culpa no governo ou na ... do que admitir que os gestores estaduais desses estados estavam com interesses bem diferentes",https://setor1.band.uol.com.br/bolsonaro-suspensao-carnaval-coronavirus/,,factcheck,faketruebr:1665,faketruebr
1241,"imagens de uma internauta ensinando outras pessoas a “tirar o verme do frango” que circulam pelas redes há mais de um ano têm voltado a viralizar. durante o tutorial, são extraídas da ave duas estruturas de formato comprido, identificadas pela narradora como um parasita que deve ser retirado antes do preparo da comida. mas a mensagem é . ,  a estrutura retirada do frango não é um verme. segundo a professora maria angélica da costa pereira, do laboratório de sanidade animal do centro de ciências e tecnologias agropecuárias na universidade estadual do norte fluminense, a parte retirada do corpo da galinha não tem semelhança com um verme nem mesmo a coloração de um parasita. o mais provável é que tenha sido retirado da ave apenas um pedaço da estrutura muscular do animal, que não causa danos à saúde. ,  ""várias características mostram que não se trata de um verme. a primeira é a cor. normalmente, esses parasitas têm uma coloração branca, um pouco amarelada, e com um efeito perolado. neste vídeo, a cor é a mesma da carne do animal. além disso, o que é retirado não tem nenhuma estrutura. não há ali uma cabeça, uma cauda ou algo que pareça um tubo digestivo"", afirma maria angélica, acrescentando ainda que dificilmente vermes têm o mesmo tamanho ou espessura, como mostra o vídeo. ,  a especialista destaca ainda que as contaminações por bactérias, ainda que nem sempre frequentes, podem ser mais comuns que a proliferação de vermes em frangos. por isso, segundo ela, os consumidores devem ficar sempre atentos à procedência da carne que consomem, com a cautela de não criar alardes desnecessários. ,  ""todos devemos sempre ficar de olho na procedência, conservação e data de validade de um alimento, para evitar riscos de contaminação e proliferação de bactérias, situações mais comuns que o aparecimento de vermes em frangos"", diz a especialista. ,",https://g1.globo.com/fato-ou-fake/noticia/2018/08/08/e-fake-que-video-mostra-verme-sendo-retirado-de-galinha.ghtml,,factcheck,faketruebr:1241,faketruebr
616,"circula nas redes sociais o print de um tuíte atribuído à apresentadora xuxa meneghel em que ela afirma: ""toda solidariedade à policial federal karina lino miranda de oliveira que estava grávida e perdeu seu filho por uma granada lançada pelo roberto jefferson, amigo e aliado do presidente @jairbolsonaro"". é . ,  a polícia federal afirma que as informações veiculadas sobre uma possível gravidez da agente, assim como que ela teria perdido o filho no ataque, são falsas. ,  a assessoria de xuxa afirma que ela não postou o conteúdo alegado na mensagem falsa. ""é fake. ela não postou isso em momento algum."" ,  uma busca avançada no perfil de xuxa no twitter mostra que não há resultados para a expressão contida na mensagem falsa. , ,  o ex-deputado roberto jefferson atirou em policiais federais que foram cumprir o mandado de prisão determinado pelo ministro alexandre de moraes, do supremo tribunal federal (stf), no começo da tarde de domingo (23), na cidade de comendador levy gasparian, no interior do estado do rio de janeiro. ,  jefferson é aliado do presidente da república e candidato à reeleição jair bolsonaro (pl). o ex-deputado se entregou à polícia na noite de domingo, após passar 8 horas desrespeitando a ordem do supremo tribunal federal. ,  roberto jefferson resistiu à prisão e, de sua casa, fez os primeiros disparos — teriam sido arremessadas 3 granadas e dados 2 tiros de fuzil. os agentes, então, revidaram. ,  dois policiais foram feridos por estilhaços, sem gravidade. o delegado marcelo vilella, que teria sido atingido na cabeça e na perna, e a policial karina lino miranda de oliveira, de 31 anos, ferida na cabeça. os dois foram atendidos em um hospital da região e já tiveram alta. , , ,",https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/24/e-fake-que-agente-da-pf-atingida-por-jefferson-estava-gravida.ghtml,,factcheck,faketruebr:616,faketruebr
397,"motoristas da alemanha fizeram uma paralisação com um milhão de carros abandonados para forçar o governo a recuar do aumento do preço do combustível? um post que diz isso foi publicado no facebook e alcançou mais de 3 mil compartilhamentos em um dia. mas ele não é verdadeiro. ,  a foto usada remete, na verdade, a um congestionamento ocorrido na china em 212. ela foi feita pela agência rex. ,  veja o que diz a mensagem, também reproduzida em outras redes sociais, como whatsapp e twitter. ,  ""na alemanha o governo subiu preço de combustível. em apenas uma hora de tempo as pessoas abandoram seus carros nas ruas e avenidas e foram a pé para casa. mais de um milhão de carros abandonados. tiveram que baixar o preço. quando o povo é inteligente os corruptos não conseguem concretizar seus objetivos."" ,  “não temos conhecimento desses protestos. além disso, o preço da gasolina na alemanha não teve qualquer aumento”, disse em nota a agência regulatória ligada ao ministério da fazenda alemão. ,  o preço do combustível é, de fato, alto no país. mas não vem subindo, como informa a mensagem. além disso, não houve nenhum protesto do tipo na alemanha. de acordo com o site globalpetrolprices.com, o preço do litro de gasolina custa aproximadamente r$ 5,39 na alemanha. ,  no brasil, o preço médio da gasolina está em r$ 3,966. consultada pelo g1, a agência nacional do petróleo diz que monitora apenas os preços internos. mas a petrobras tem um gráfico em que é possível comparar os preços da gasolina praticados no brasil com os preços médios praticados em outros países, entre os quais a alemanha. o gráfico mostra que em 216 o preço médio no brasil esteve sempre abaixo do preço médio da alemanha. ,  é ou não é?’, seção de fact-checking (checagem de fatos) do g1, tem como objetivo conferir os discursos de políticos e outras personalidades públicas e atestar a veracidade de notícias e informações espalhadas pelas redes sociais e pela web. sugestões podem ser enviadas pelo vc no g1, pelo fale conosco ou pelo whatsapp/viber, no telefone (11) 942-4444, com a hashtag #eounaoe (caso prefira, a hashtag pode ser enviada logo após a mensagem também!)",https://g1.globo.com/e-ou-nao-e/noticia/alemaes-abandonaram-carros-em-protesto-para-forcar-governo-a-baixar-o-preco-da-gasolina-nao-e-verdade.ghtml,,factcheck,faketruebr:397,faketruebr
11,"o presidente nicolás maduro acusou, nesta sextafeira 14, o presidente brasileiro jair bolsonaro de arrastar o brasil a um conflito armado contra a venezuela, o que usou como justificativa para exercícios militares que serão realizados no fim de semana. , ,  maduro se referia ao assalto de militares desertores contra um destacamento da força armada venezuelana no estado bolívar sul, na fronteira com o brasil em 22 de dezembro. ,  na ocasião, um agente morreu e fuzis e lançadores de foguetes foram roubados. seis militares foram presos e cinco pediram refúgio no brasil. ,  maduro afirmou que bolsonaro, a quem tachou de fascista, está por trás das ameaças terroristas contra a venezuela, embora os militares brasileiros não se prestem a isso. , ,  o governo venezuelano já havia acusado anteriormente o brasil de abrigar terroristas. ,  o ministério das relações exteriores brasileiro disse que não comenta declarações do governo ilegítimo da venezuela. ,  segundo o venezuelano, 2,3 milhões de combatentes da força armada bolivariana e da milícia  corpo civil que atualmente integra a estrutura militar  serão mobilizados no exercício escudo bolivariano 22. ,  estamos mobilizando todos os sistemas de mísseis terraar, terra a terra, os sistemas de foguete, todas as formas de defesa antiaérea, aérea, terrestre, em todo o território nacional, para nos prepararmos, para defender o direito à paz, à integridade territorial, detalhou. ,  o brasil é um dos 5 países que consideram ilegítimo o segundo mandato de maduro e reconhecem o opositor juan guaidó como mandatário interino. ,  o líder chavista reiterou seu pedido para donald trump não se deixar enganar por falcões e pela oposição venezuelana, dias depois de o presidente americano receber guaidó com honras de chefe de estado e lhe prometer esmagar a tirania de maduro. ,  a reunião com trump foi o ponto máximo de uma turnê internacional de guaidó, que deixou o país burlando uma proibição judicial. ,  no dia em que os tribunais da república derem ordem de prender juan guaidó por todos os crimes que cometeu, ele irá para a prisão. este dia não chegou, mas chegará, alertou maduro.",https://g1.globo.com/mundo/noticia/2020/02/14/maduro-acusa-bolsonaro-de-arrastar-brasil-para-conflito-armado.ghtml,,factcheck,faketruebr:11,faketruebr
371,"circula pelas redes sociais um vídeo que mostra o presidente dos estados unidos, donald trump, durante uma entrevista próximo a uma aeronave ligada. o vídeo de 11 segundos termina com o presidente subitamente careca com seus cabelos sendo sugados pela turbina do avião. o vídeo é . ,  o vídeo original, divulgado pela casa branca e por jornais americanos, tem 3 minutos e 46 segundos e nele trump não perde os cabelos. as imagens foram feitas em 9 de novembro de 219, na joint base andrews, em maryland. ,  foi usado na montagem um trecho do vídeo em que trump é questionado sobre sua postura em relação às audiências a respeito do processo de impeachment que enfrenta. ,  a parte editada pega um trecho do vídeo original que começa aos 2 minutos e 52 segundo, quando trump pronuncia a expressão ""read the transcript"" e termina aos 3 minutos e sete segundos, quando ele diz a expressão ""we\ll probably give it to you on tuesday"". ,  no texto original, trump continua falando: ""but we have another transcript coming out, which is very important. they asked for it, and i gladly give it. there\s never been a president who\s been so transparent. this is a witch hunt at the highest level and it\s so bad for our country. but here\s the deal: read the transcript. you\ll see the call. now i\ll give you a second transcript, because i actually had two calls with the president of ukraine. so, you\ll read the second part, and you\ll tell me if you think there\s anything wrong with it. but never in history has anybody gone through this. it\s a witch hunt. and it should never happen to another president. thank you."" ,  na tradução, em português: ""mas temos outra transcrição sendo publicada, o que é muito importante. eles pediram, e eu com prazer dou. nunca houve um presidente que tenha sido tão transparente. esta é uma caça às bruxas no mais alto nível e é muito ruim para nosso país. mas aqui está o trato: leia a transcrição. você verá a ligação. agora, darei uma segunda transcrição, porque na verdade foram duas ligações com o presidente da ucrânia. então, você lerá a segunda parte, e você me dirá se acha que há algo errado com isso. mas nunca na história alguém passou por isso. é uma caça às bruxas. e isso nunca deve acontecer com outro presidente. obrigado."" , , ,  vídeo: veja como identificar uma mensagem falsa ,",https://g1.globo.com/fato-ou-fake/noticia/2019/11/25/e-fake-video-que-mostra-turbina-de-aviao-sugando-cabelo-de-trump-durante-entrevista.ghtml,,factcheck,faketruebr:371,faketruebr
1186,"circula pelas redes sociais uma mensagem que diz que o novo coronavírus não resiste ao calor e que ""temperaturas de 26ºc ou 27ºc já matam o dito cujo"". é . ,  a diretora do instituto de medicina tropical (imt-usp) ester sabino, uma das responsáveis pelo sequenciamento do genoma do novo coronavírus, afirma: ""a temperatura do corpo humano é 36ºc. portanto, esta afirmativa é falsa"". ,  o ministério da saúde também classifica a mensagem como ""falsa"" e reitera que não é possível afirmar que o vírus morre a uma temperatura de 26ºc ou 27ºc ""uma vez que no corpo humano o vírus tolera uma temperatura de pelo menos 36ºc"". o órgão pede que ela não seja compartilhada. ,  a virologista camila malta romano, também do imt-usp, explica por que a afirmação não se sustenta. ""o vírus (assim como outros vírus envelopados) sofre com temperaturas mais quentes, mas temperaturas acima de 45ºc. e isso depende do tempo em que é exposto também. uma temperatura de 27ºc não faz menor diferença pra ele."" ,  a médica tânia vergara, presidente da sociedade de infectologia do rio de janeiro e membro da sociedade brasileira de infectologia, também diz que essa afirmação sobre a temperatura não é verdadeira. o médico leonardo weissmann, consultor da sociedade brasileira de infectologia, concorda e diz que a temperatura ambiente não tem nenhuma relação com o vírus. ,  a fundação oswaldo cruz (fiocruz) informa que a mensagem é completamente falsa. a entidade reforça a importância de compartilhar informações de fontes confiáveis e seguras. ,  uma revisão de 22 estudos sobre vários tipos de coronavírus publicada no journal of hospital infection indica que, quanto maior a temperatura, menor o tempo de permanência do vírus em algumas superfícies. ainda assim, os dados mostram que mesmo em temperaturas elevadas como 3ºc ou 4ºc os vírus resistem, às vezes por dias. ,  o instituto adolfo lutz reforça: ""em teoria, apenas temperaturas entre 3ºc e 4ºc conseguem reduzir significativamente a permanência do sars-cov-2 no ambiente, ainda a depender do tipo de superfície"". ,  a organização mundial da saúde (oms) faz o alerta de que o vírus pode, sim, ser transmitido em áreas mais quentes. ""segundo as evidências obtidas até agora, o vírus responsável pela covid-19 pode ser transmitido em todas as áreas, incluindo áreas com clima quente e úmido"", diz a entidade. ,  ""vírus não respeita temperatura. o h1n1 atingiu os estados unidos em pleno verão. a influenza é um vírus de inverno e tem todo ano no caribe região tropical. no ano passado, teve surto de h1n1 no amazonas"", diz a infectologista nancy bellei, professora da universidade federal de são paulo (unifesp) e consultora da sociedade brasileira de infectologia. ,  a mensagem circula com algumas variações no texto. numa delas, há a informação de que, após ficar 3 ou 4 dias restrito à garganta e mais 5 ou 6 dias nos pulmões, o vírus se torna letal. weissmann diz que o coronavírus pode, de fato, causar tosse seca, coriza e pneumonia, mas que está mais que comprovado que essa letalidade alardeada não se sustenta. ,  o ministério da saúde reforça que isso não faz qualquer sentido. ""o período médio de incubação da infecção por coronavírus é de 5 dias, com intervalo que pode chegar até 14 dias. o espectro clínico da infecção por coronavírus é muito amplo, podendo variar de um simples resfriado até uma pneumonia severa. a maioria dos casos apresenta tosse seca e febre. no entanto, uma pequena porcentagem também tem sintomas como coriza e dor de garganta. do ponto de vista dos sintomas não é possível diferenciar o coronavírus de outros vírus respiratórios. o diagnóstico depende da investigação clínico-epidemiológica e do exame físico"", afirma o órgão. ,  a mensagem tem outra informação sobre a permanência do vírus em determinadas superfícies. a fiocruz é categórica: essa informação que estipula um número de horas tanto em superfícies metálicas como em tecidos é falsa. ,  o instituto adolfo lutz também diz que o tempo de permanência do vírus em superfícies metálicas, por exemplo, depende de vários fatores, como a temperatura ambiente e o tipo de material. ""estudo do the new england journal of medicine indica que o sars-cov-2 (novo coronavírus) foi identificado por até 72 horas após aplicação em plástico e metal aço inoxidável, por exemplo."" ,  um estudo recém-publicado por pesquisadores norte-americanos também mostra que o tempo de resistência do vírus nas superfícies é diferente do exposto na mensagem falsa. ,  a mensagem também aconselha o leitor a beber água e chá quentes para matar o vírus. weissmann diz que é importantíssimo manter uma ingestão adequada de líquidos, mas alerta que não existe qualquer evidência de que líquidos quentes matem o vírus. além disso, não há qualquer medicamento hoje capaz de eliminá-lo. ,  essa informação já foi desmentida anteriormente pela intectologista nancy bellei. ""beber água é bom, a pessoa se hidrata, mas gargarejar água quente não impede que a pessoa pegue o vírus."" ,  ""águas ou outros líquidos quentes não têm nenhuma eficácia de matar o vírus. a água morna não é agente desinfetante e, além disso, não entra em contato com as partículas virais, que se mantêm dentro das células do hospedeiro. somente os desinfetantes têm eficácia comprovada em eliminar o novo coronavírus"", informa o instituto adolfo lutz. ,  a equipe do fato ou fake também desmentiu um boato que diz que fazer gargarejos com água morna, sal e vinagre é eficaz. ,  vídeo: veja como identificar uma mensagem falsa ,",https://g1.globo.com/fato-ou-fake/noticia/2020/03/18/e-fake-que-novo-coronavirus-nao-resiste-ao-calor-e-a-temperatura-de-26oc-ou-27oc.ghtml,1483,factcheck,faketruebr:1186,faketruebr
