uid,source,group,dataset,tokens,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X
fakebr:1006,fakebr,human,fakebr_human,222,5.8558558558558556,18.01801801801802,2.2522522522522523,1.3513513513513513,3.1531531531531534,16.666666666666668,0.0,18.91891891891892,1.3513513513513513,0.0,2.2522522522522523,8.558558558558559,9.90990990990991,0.9009009009009009,0.45045045045045046,10.36036036036036,0.0
fakebr:1006,fakebr,machine,fakebr_machine,559,7.5134168157423975,15.921288014311271,2.3255813953488373,3.041144901610018,3.041144901610018,15.026833631484795,0.0,21.288014311270125,1.073345259391771,0.0,1.7889087656529516,8.050089445438283,8.765652951699463,1.9677996422182469,0.0,10.196779964221825,0.0
fakebr:104,fakebr,human,fakebr_human,654,5.657492354740061,16.36085626911315,5.045871559633028,4.587155963302752,1.529051987767584,14.220183486238533,0.0,16.972477064220183,0.764525993883792,0.0,8.562691131498472,3.9755351681957185,7.798165137614679,2.293577981651376,0.0,12.232415902140673,0.0
fakebr:104,fakebr,machine,fakebr_machine,413,9.685230024213075,15.012106537530267,2.6634382566585955,0.7263922518159807,2.6634382566585955,14.527845036319613,0.0,21.54963680387409,1.2106537530266344,0.0,1.937046004842615,9.200968523002421,11.138014527845037,0.7263922518159807,0.48426150121065376,8.474576271186441,0.0
fakebr:1129,fakebr,human,fakebr_human,309,3.236245954692557,18.77022653721683,2.912621359223301,0.970873786407767,2.912621359223301,14.88673139158576,0.0,18.446601941747574,6.472491909385114,0.0,0.970873786407767,8.414239482200648,10.35598705501618,0.970873786407767,1.2944983818770226,9.385113268608414,0.0
fakebr:1129,fakebr,machine,fakebr_machine,494,10.121457489878543,17.611336032388664,2.6315789473684212,1.8218623481781377,3.6437246963562755,11.538461538461538,0.0,25.303643724696357,1.417004048582996,0.0,1.6194331983805668,4.048582995951417,8.299595141700404,1.214574898785425,0.8097165991902834,9.919028340080972,0.0
fakebr:2623,fakebr,human,fakebr_human,229,3.493449781659389,14.847161572052402,1.3100436681222707,3.493449781659389,1.7467248908296944,14.410480349344978,0.0,17.903930131004365,3.056768558951965,0.0,3.056768558951965,13.100436681222707,13.100436681222707,0.8733624454148472,1.3100436681222707,8.296943231441048,0.0
fakebr:2623,fakebr,machine,fakebr_machine,601,5.324459234608985,18.136439267886857,3.327787021630616,1.9966722129783694,1.8302828618968385,15.141430948419302,0.0,20.133111480865225,1.8302828618968385,0.0,1.497504159733777,9.816971713810316,9.484193011647255,0.9983361064891847,1.1647254575707155,9.151414309484194,0.16638935108153077
fakebr:3020,fakebr,human,fakebr_human,132,3.787878787878788,14.393939393939394,3.0303030303030303,3.0303030303030303,0.7575757575757576,15.151515151515152,0.0,15.909090909090908,0.0,0.0,0.7575757575757576,18.181818181818183,13.636363636363637,1.5151515151515151,0.7575757575757576,9.090909090909092,0.0
fakebr:3020,fakebr,machine,fakebr_machine,522,7.854406130268199,15.900383141762452,3.6398467432950192,2.4904214559386975,2.681992337164751,14.559386973180077,0.0,20.689655172413794,0.5747126436781609,0.0,2.10727969348659,9.770114942528735,9.386973180076629,1.3409961685823755,0.19157088122605365,8.812260536398467,0.0
fakebr:3041,fakebr,human,fakebr_human,200,1.5,20.0,3.0,2.5,0.5,18.0,0.0,18.5,1.0,0.0,5.5,9.0,10.0,1.0,0.0,9.5,0.0
fakebr:3041,fakebr,machine,fakebr_machine,451,5.986696230598669,16.186252771618626,1.9955654101995566,2.6607538802660753,1.3303769401330376,15.964523281596453,0.0,18.403547671840354,0.0,0.0,2.2172949002217295,12.195121951219512,12.195121951219512,1.3303769401330376,0.0,9.534368070953438,0.0
fakebr:421,fakebr,human,fakebr_human,236,7.203389830508475,15.677966101694915,3.8135593220338984,2.542372881355932,2.1186440677966103,14.40677966101695,0.0,23.305084745762713,5.084745762711864,0.0,1.694915254237288,1.271186440677966,8.474576271186441,2.9661016949152543,3.389830508474576,8.05084745762712,0.0
fakebr:421,fakebr,machine,fakebr_machine,567,8.641975308641975,18.69488536155203,3.1746031746031744,2.821869488536155,2.998236331569665,12.698412698412698,0.0,24.16225749559083,0.3527336860670194,0.0,1.5873015873015872,4.585537918871252,7.054673721340388,1.2345679012345678,0.0,11.99294532627866,0.0
fakebr:458,fakebr,human,fakebr_human,368,5.434782608695652,14.945652173913043,3.260869565217391,3.532608695652174,1.6304347826086956,16.032608695652176,0.0,16.847826086956523,0.8152173913043478,0.0,1.9021739130434783,12.228260869565217,11.684782608695652,1.6304347826086956,0.0,10.054347826086957,0.0
fakebr:458,fakebr,machine,fakebr_machine,488,13.114754098360656,16.80327868852459,5.122950819672131,1.2295081967213115,1.4344262295081966,11.885245901639344,0.0,20.28688524590164,1.0245901639344261,0.0,1.0245901639344261,7.172131147540983,9.01639344262295,1.639344262295082,0.20491803278688525,10.040983606557377,0.0
fakebr:573,fakebr,human,fakebr_human,275,4.7272727272727275,14.909090909090908,2.5454545454545454,1.4545454545454546,2.5454545454545454,14.181818181818182,0.0,16.727272727272727,0.7272727272727273,0.0,4.363636363636363,10.545454545454545,18.181818181818183,1.0909090909090908,0.0,8.0,0.0
fakebr:573,fakebr,machine,fakebr_machine,428,7.242990654205608,16.121495327102803,2.803738317757009,2.102803738317757,2.336448598130841,14.25233644859813,0.0,20.327102803738317,0.2336448598130841,0.0,2.336448598130841,9.813084112149532,9.345794392523365,1.8691588785046729,0.0,11.214953271028037,0.0
fakebr:917,fakebr,human,fakebr_human,135,2.2222222222222223,9.62962962962963,2.2222222222222223,3.7037037037037037,2.2222222222222223,17.77777777777778,0.0,18.51851851851852,0.7407407407407407,0.0,2.2222222222222223,5.925925925925926,19.25925925925926,2.962962962962963,0.0,12.592592592592593,0.0
fakebr:917,fakebr,machine,fakebr_machine,592,9.45945945945946,17.56756756756757,2.5337837837837838,2.027027027027027,1.6891891891891893,13.175675675675675,0.0,21.95945945945946,2.7027027027027026,0.0,1.6891891891891893,6.418918918918919,11.317567567567568,0.8445945945945946,0.0,8.614864864864865,0.0
faketruebr:1043,faketruebr,human,faketruebr_human,155,4.516129032258065,16.129032258064516,2.5806451612903225,3.870967741935484,3.870967741935484,14.838709677419354,0.0,24.516129032258064,1.2903225806451613,0.0,3.870967741935484,1.935483870967742,10.96774193548387,0.0,0.0,10.96774193548387,0.6451612903225806
