uid,source,group,dataset,model,word_count,matched_words,dictionary_coverage,function (Function Words),pronoun (Pronouns),ppron (Personal Pronouns),i (I),we (We),you (You),shehe (SheHe),they (They),ipron (Impersonal Pronouns),article (Articles),prep (Prepositions),auxverb (Auxiliary Verbs),adverb (Adverbs),conj (Conjunctions),negate (Negations),verb (Verbs),adj (Adjectives),compare (Comparisons),interrog (Interrogatives),number (Numbers),quant (Quantifiers),affect (Affect),posemo (Positive Emotions),negemo (Negative Emotions),anx (Anx),anger (Anger),sad (Sad),social (Social),family (Family),friend (Friends),female (Female),male (Male),cogproc (Cognitive Processes),insight (Insight),cause (Causal),discrep (Discrepancies),tentat (Tentative),certain (Certainty),differ (Differentiation),percept (Perceptual Processes),see (See),hear (Hear),feel (Feel),bio (Biological Processes),body (Body),health (Health),sexual (Sexual),ingest (Ingest),drives (Drives),affiliation (Affiliation),achieve (Achievement),power (Power),reward (Reward),risk (Risk),focuspast (Past Focus),focuspresent (Present Focus),focusfuture (Future Focus),relativ (Relativity),motion (Motion),space (Space),time (Time),work (Work),leisure (Leisure),home (Home),money (Money),relig (Religion),death (Death),informal (Informal Language),swear (Swear),netspeak (Netspeak),assent (Assent),nonflu (Nonfluencies),filler (Filler Words)
fakebr:1006,fakebr,human,fakebr_human,,188,142,75.53191489361703,46.808510638297875,14.893617021276595,9.042553191489361,0.0,0.0,1.0638297872340425,8.51063829787234,1.5957446808510638,13.297872340425531,15.425531914893616,23.93617021276596,2.127659574468085,7.9787234042553195,8.51063829787234,2.127659574468085,10.638297872340425,6.382978723404255,1.5957446808510638,3.723404255319149,3.723404255319149,1.0638297872340425,8.51063829787234,2.6595744680851063,5.851063829787234,0.0,3.1914893617021276,0.5319148936170213,11.702127659574469,1.5957446808510638,1.5957446808510638,0.0,2.127659574468085,12.76595744680851,2.127659574468085,3.723404255319149,2.6595744680851063,1.5957446808510638,0.5319148936170213,5.319148936170213,0.5319148936170213,0.0,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,16.48936170212766,3.723404255319149,1.5957446808510638,8.51063829787234,3.1914893617021276,3.1914893617021276,1.0638297872340425,9.042553191489361,0.0,11.170212765957446,4.787234042553192,7.9787234042553195,4.787234042553192,4.25531914893617,0.0,1.0638297872340425,2.127659574468085,0.0,0.0,0.5319148936170213,0.0,0.0,0.0,0.5319148936170213,0.5319148936170213
fakebr:1006,fakebr,machine,fakebr_machine,openai/gpt-4.1-mini-2025-04-14,477,319,66.87631027253668,42.34800838574424,15.09433962264151,6.918238993710692,0.0,0.0,0.0,6.289308176100629,0.6289308176100629,14.255765199161425,15.51362683438155,20.545073375262053,3.5639412997903563,8.176100628930818,8.176100628930818,0.6289308176100629,8.176100628930818,3.9832285115303985,1.4675052410901468,4.1928721174004195,2.5157232704402515,0.6289308176100629,4.40251572327044,1.4675052410901468,2.9350104821802936,0.6289308176100629,0.20964360587002095,0.4192872117400419,4.612159329140461,0.6289308176100629,0.20964360587002095,0.0,1.0482180293501049,11.11111111111111,1.0482180293501049,5.031446540880503,1.2578616352201257,1.4675052410901468,0.4192872117400419,1.8867924528301887,1.2578616352201257,0.8385744234800838,0.0,0.4192872117400419,1.0482180293501049,0.20964360587002095,0.20964360587002095,0.0,0.8385744234800838,12.159329140461216,1.8867924528301887,1.2578616352201257,5.660377358490566,2.9350104821802936,3.5639412997903563,0.8385744234800838,5.660377358490566,0.4192872117400419,12.368972746331236,4.40251572327044,7.756813417190775,5.660377358490566,4.1928721174004195,0.0,0.20964360587002095,1.0482180293501049,0.0,0.0,0.20964360587002095,0.0,0.0,0.20964360587002095,0.0,0.0
fakebr:104,fakebr,human,fakebr_human,,560,456,81.42857142857143,56.785714285714285,26.785714285714285,15.357142857142858,0.35714285714285715,0.35714285714285715,0.7142857142857143,14.107142857142858,1.25,19.821428571428573,16.25,20.178571428571427,6.607142857142857,13.214285714285714,9.107142857142858,1.6071428571428572,14.107142857142858,4.464285714285714,3.2142857142857144,5.892857142857143,2.5,2.5,5.714285714285714,2.6785714285714284,2.5,0.5357142857142857,0.17857142857142858,0.8928571428571429,14.642857142857142,1.4285714285714286,1.7857142857142858,0.35714285714285715,6.964285714285714,11.785714285714286,2.142857142857143,3.0357142857142856,2.3214285714285716,3.392857142857143,1.0714285714285714,2.6785714285714284,3.0357142857142856,1.0714285714285714,1.0714285714285714,0.8928571428571429,3.0357142857142856,0.8928571428571429,1.25,0.0,1.25,9.642857142857142,3.75,0.7142857142857143,3.392857142857143,2.142857142857143,1.25,4.107142857142857,7.321428571428571,0.5357142857142857,11.071428571428571,3.2142857142857144,4.285714285714286,6.071428571428571,2.142857142857143,0.7142857142857143,0.17857142857142858,0.17857142857142858,0.5357142857142857,0.7142857142857143,0.35714285714285715,0.0,0.0,0.17857142857142858,0.0,0.17857142857142858
fakebr:104,fakebr,machine,fakebr_machine,openai/gpt-4.1-mini-2025-04-14,346,228,65.89595375722543,38.72832369942196,14.45086705202312,8.959537572254336,0.0,0.0,0.5780346820809249,7.22543352601156,2.023121387283237,12.427745664739884,15.895953757225433,20.520231213872833,1.4450867052023122,5.491329479768786,6.936416184971098,0.28901734104046245,6.6473988439306355,4.913294797687861,2.023121387283237,3.179190751445087,3.468208092485549,1.4450867052023122,3.7572254335260116,2.023121387283237,1.7341040462427746,0.28901734104046245,0.5780346820809249,0.28901734104046245,4.624277456647399,0.5780346820809249,0.5780346820809249,0.28901734104046245,0.8670520231213873,8.092485549132949,2.3121387283236996,2.3121387283236996,0.8670520231213873,2.023121387283237,0.8670520231213873,0.8670520231213873,0.5780346820809249,0.5780346820809249,0.0,0.0,0.28901734104046245,0.0,0.0,0.0,0.28901734104046245,10.693641618497109,1.7341040462427746,1.7341040462427746,5.202312138728324,2.3121387283236996,2.023121387283237,1.1560693641618498,5.780346820809249,0.0,10.982658959537572,3.468208092485549,5.202312138728324,5.491329479768786,6.936416184971098,0.5780346820809249,0.0,2.601156069364162,0.5780346820809249,0.0,0.28901734104046245,0.0,0.0,0.0,0.0,0.28901734104046245
fakebr:1129,fakebr,human,fakebr_human,,257,164,63.81322957198444,44.3579766536965,14.396887159533074,9.33852140077821,0.0,0.0,0.0,8.560311284046692,0.7782101167315175,13.618677042801556,17.509727626459146,27.626459143968873,2.3346303501945527,4.669260700389105,7.003891050583658,0.38910505836575876,7.782101167315175,3.501945525291829,2.3346303501945527,1.9455252918287937,4.669260700389105,2.7237354085603114,5.058365758754864,1.9455252918287937,3.11284046692607,0.38910505836575876,0.0,2.3346303501945527,1.556420233463035,0.0,0.0,0.0,0.0,7.392996108949417,0.0,3.501945525291829,1.556420233463035,0.38910505836575876,1.556420233463035,1.556420233463035,0.7782101167315175,0.38910505836575876,0.0,0.38910505836575876,0.38910505836575876,0.0,0.0,0.0,0.38910505836575876,8.560311284046692,0.38910505836575876,1.1673151750972763,3.501945525291829,3.501945525291829,3.11284046692607,1.556420233463035,5.836575875486381,0.38910505836575876,12.45136186770428,4.280155642023346,7.782101167315175,7.003891050583658,2.3346303501945527,0.0,0.0,1.9455252918287937,0.0,0.0,0.38910505836575876,0.0,0.0,0.0,0.0,0.38910505836575876
fakebr:1129,fakebr,machine,fakebr_machine,openai/gpt-4.1-mini-2025-04-14,427,309,72.36533957845434,42.38875878220141,11.943793911007026,6.557377049180328,0.0,0.468384074941452,0.0,4.4496487119437935,1.639344262295082,9.836065573770492,12.880562060889929,21.311475409836067,3.0444964871194378,9.133489461358314,7.494145199063232,1.405152224824356,7.7283372365339575,7.494145199063232,1.639344262295082,2.810304449648712,3.278688524590164,0.468384074941452,4.4496487119437935,3.0444964871194378,1.405152224824356,0.234192037470726,0.702576112412178,0.0,4.68384074941452,0.0,0.234192037470726,0.234192037470726,0.936768149882904,11.7096018735363,1.17096018735363,5.152224824355972,1.639344262295082,0.702576112412178,1.405152224824356,2.576112412177986,0.468384074941452,0.468384074941452,0.0,0.0,0.234192037470726,0.0,0.0,0.0,0.234192037470726,15.925058548009368,1.639344262295082,1.17096018735363,9.836065573770492,3.0444964871194378,4.215456674473068,1.405152224824356,5.152224824355972,0.468384074941452,17.096018735362996,6.557377049180328,11.475409836065573,6.557377049180328,9.133489461358314,0.234192037470726,0.0,4.215456674473068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fakebr:2623,fakebr,human,fakebr_human,,187,115,61.49732620320856,41.1764705882353,15.508021390374331,9.62566844919786,0.0,0.0,0.5347593582887701,7.4866310160427805,1.6042780748663101,12.29946524064171,14.973262032085561,22.459893048128343,4.278074866310161,4.278074866310161,5.882352941176471,1.0695187165775402,9.090909090909092,2.1390374331550803,0.5347593582887701,2.6737967914438503,2.6737967914438503,2.1390374331550803,3.2085561497326203,1.6042780748663101,1.6042780748663101,0.0,0.5347593582887701,0.0,3.2085561497326203,0.0,0.0,0.0,0.5347593582887701,7.4866310160427805,1.6042780748663101,1.6042780748663101,1.6042780748663101,2.1390374331550803,0.0,1.6042780748663101,2.1390374331550803,0.0,0.0,2.1390374331550803,0.5347593582887701,0.5347593582887701,0.5347593582887701,0.0,0.5347593582887701,7.4866310160427805,0.0,1.6042780748663101,3.7433155080213902,3.2085561497326203,0.5347593582887701,6.4171122994652405,2.6737967914438503,0.0,8.556149732620321,4.278074866310161,3.7433155080213902,2.6737967914438503,5.347593582887701,0.0,0.5347593582887701,2.6737967914438503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fakebr:2623,fakebr,machine,fakebr_machine,openai/gpt-4.1-mini-2025-04-14,502,341,67.92828685258964,43.02788844621514,12.94820717131474,8.565737051792828,0.0,0.0,0.0,6.573705179282869,1.9920318725099602,10.95617529880478,17.330677290836654,26.095617529880478,2.9880478087649402,7.768924302788845,6.772908366533865,0.9960159362549801,7.370517928286852,4.183266932270916,1.593625498007968,2.589641434262948,2.7888446215139444,1.3944223107569722,2.589641434262948,1.792828685258964,0.796812749003984,0.398406374501992,0.398406374501992,0.0,5.577689243027889,0.9960159362549801,1.1952191235059761,0.398406374501992,1.1952191235059761,10.159362549800797,1.792828685258964,3.187250996015936,2.3904382470119523,0.9960159362549801,0.9960159362549801,1.792828685258964,1.1952191235059761,0.199203187250996,0.398406374501992,0.5976095617529881,0.199203187250996,0.0,0.199203187250996,0.0,0.0,12.350597609561753,1.9920318725099602,1.1952191235059761,6.175298804780876,3.3864541832669324,2.3904382470119523,1.1952191235059761,4.183266932270916,1.792828685258964,13.147410358565738,4.382470119521912,8.366533864541832,6.573705179282869,7.569721115537849,0.0,0.0,2.191235059760956,0.0,0.199203187250996,0.5976095617529881,0.0,0.0,0.0,0.0,0.5976095617529881
fakebr:3020,fakebr,human,fakebr_human,,100,63,63.0,39.0,10.0,7.0,0.0,0.0,1.0,6.0,2.0,7.0,19.0,23.0,6.0,5.0,5.0,1.0,10.0,3.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,1.0,1.0,6.0,2.0,6.0,2.0,2.0,4.0,7.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
fakebr:3020,fakebr,machine,fakebr_machine,openai/gpt-4.1-mini-2025-04-14,440,311,70.68181818181819,41.81818181818182,14.090909090909092,5.681818181818182,0.0,0.0,0.6818181818181818,5.454545454545454,0.9090909090909091,13.181818181818182,13.409090909090908,21.136363636363637,2.5,9.772727272727273,8.863636363636363,0.9090909090909091,9.545454545454545,5.909090909090909,2.272727272727273,3.8636363636363638,3.1818181818181817,2.5,2.727272727272727,1.1363636363636365,1.5909090909090908,0.45454545454545453,0.45454545454545453,0.0,7.5,1.3636363636363635,0.6818181818181818,0.45454545454545453,0.6818181818181818,12.045454545454545,2.9545454545454546,3.8636363636363638,0.6818181818181818,1.8181818181818181,1.3636363636363635,1.8181818181818181,1.5909090909090908,1.1363636363636365,0.0,0.45454545454545453,1.1363636363636365,0.22727272727272727,0.6818181818181818,0.0,0.22727272727272727,12.5,2.0454545454545454,1.8181818181818181,5.909090909090909,3.6363636363636362,2.5,2.272727272727273,5.681818181818182,1.1363636363636365,14.318181818181818,5.0,7.5,6.818181818181818,3.8636363636363638,0.6818181818181818,0.45454545454545453,2.5,0.0,0.45454545454545453,0.45454545454545453,0.0,0.22727272727272727,0.0,0.0,0.22727272727272727
